property_type,seller_name,price(rs),area_insqft,location
4 BHK Independent House,GSN HOMES AND LANDS,13600000,2200,Kolathur
2 BHK Independent House,Radhabalan constructions,8100000,1000,Kovur
4 BHK Independent House,Radhabalan constructions,10000000,1800,Kovur
3 BHK Villa,Radhabalan constructions,11500000,1840,Kovur
3 BHK Villa,Radhabalan constructions,12200000,1805,Kovur
2 BHK Independent House,Radhabalan constructions,9500000,1210,Kovur
2 BHK Independent House,Radhabalan constructions,9500000,1200,Kovur
2 BHK Independent House,Radhabalan constructions,9500000,1205,Kovur
2 BHK Independent House,Radhabalan constructions,9300000,1200,Kovur
2 BHK Independent House,Radhabalan constructions,6500000,710,Chikkarayapuram
2 BHK Independent House,Radhabalan constructions,9600000,910,Kovur
2 BHK Independent House,Radhabalan constructions,9500000,1200,Kovur
3 BHK Independent House,Radhabalan constructions,9300000,1700,Kovur
2 BHK Independent House,Radhabalan constructions,7900000,1040,Kovur
1 BHK Villa,VSP REAL ESTATE PVT LTD,1760000,400,Avadi
1 BHK Villa,VSP REAL ESTATE PVT LTD,1580000,400,Avadi
2 BHK Independent House,VSP REAL ESTATE PVT LTD,2600000,600,Avadi
2 BHK Independent House,Rohith Homes,15000000,1700,Kovur
2 BHK Independent House,Rohith Homes,8200000,1050,Kovur
2 BHK Independent House,Rohith Homes,7300000,900,Kundrathur
2 BHK Independent House,MJ Promoters,8900000,1500,Sithalapakkam
2 BHK Apartment,PR ENTERPRISES,10500000,1202,Perambur
2 BHK Apartment,Anjali Properties,3922394,1006,Mannivakkam
3 BHK Villa,Shri Shyam Homes,10000000,2300,kanakpura
3 BHK Villa,Shri Shyam Homes,9000000,2200,kanakpura
2 BHK Independent House,SRI ANNAI ENTERPRISES,6048000,1052,West Tambaram
2 BHK Independent House,SRI ANNAI ENTERPRISES,5940000,988,West Tambaram
2 BHK Independent House,SRI ANNAI ENTERPRISES,6000000,980,West Tambaram
3 BHK Independent House,S K Properties,3600000,1200,Karanodai
3 BHK Villa,S K Properties,3697400,1250,Karanodai
2 BHK Independent Floor,S K Properties,5193200,1200,Kundrathur
3 BHK Villa,S K Properties,3900000,1250,Padianallur
3 BHK Independent House,S K Properties,3900000,1200,Kanchipuram
3 BHK Villa,S K Properties,5300000,1200,Kundrathur
3 BHK Villa,S K Properties,3900000,1200,Ennaikaran
3 BHK Independent House,S K Properties,3900000,1200,Ennaikaran
3 BHK Independent House,Elite Estate,7988000,1205,Kelambakkam
2 BHK Independent House,Elite Estate,7688200,1199,Thalambur
2 BHK Villa,ELITE ESTATES,5678208,768,Somanathapuram
3 BHK Villa,ELITE ESTATES,7228120,1150,Somanathapuram
3 BHK Independent House,ELITE ESTATES,6974300,1100,Somanathapuram
1 BHK Villa,VSP REAL ESTATE PVT LTD,1580000,400,Kumaran Nagar
2 BHK Villa,VSP REAL ESTATE PVT LTD,2200000,500,Tiruvallur
2 BHK Villa,VSP REAL ESTATE PVT LTD,2350000,500,Kumaran Nagar
3 BHK Apartment,Ek Homes Sales,9428679,1521,Medavakkam
2 BHK Apartment,Ek Homes Sales,6998671,1129,Medavakkam
2 BHK Apartment,Ek Homes Sales,6986273,1127,Medavakkam
4 BHK Apartment,Ek Homes Sales,14096526,2274,Medavakkam
2 BHK Apartment,Ek Homes Sales,8071098,1302,Medavakkam
3 BHK Apartment,Ek Homes Sales,10160161,1639,Medavakkam
2 BHK Apartment,Ek Homes Sales,8046302,1298,Medavakkam
2 BHK Apartment,Ek Homes Sales,7674362,1238,Medavakkam
2 BHK Apartment,Ek Homes Sales,7265228,1172,Medavakkam
3 BHK Apartment,Ek Homes Sales,10222151,1649,Medavakkam
3 BHK Apartment,Ek Homes Sales,9410082,1518,Medavakkam
3 BHK Apartment,Ek Homes Sales,9943196,1604,Medavakkam
3 BHK Apartment,Ek Homes Sales,9546460,1540,Medavakkam
3 BHK Apartment,Ek Homes Sales,9602251,1549,Medavakkam
2 BHK Apartment,Anjali Properties,3918495,1005,Mannivakkam
3 BHK Apartment,Anjali Properties,5447571,1329,Kundrathur
2 BHK Independent House,Anjali Properties,8400000,1150,Sikkarayapuram
2 BHK Independent House,Sharmi,6505000,950,Sadhanathapuram
3 BHK Apartment,Anjali Properties,10556000,1624,Tiruvottiyur
2 BHK Apartment,Anjali Properties,3332956,844,Mannivakkam
2 BHK Apartment,Anjali Properties,7488000,1040,Pammal
3 BHK Apartment,Anjali Properties,8930333,1567,Iyyappanthangal
4 BHK Apartment,Anjali Properties,14315888,2512,Iyyappanthangal
2 BHK Independent House,Sharmi,6210000,950,Sadhanathapuram
4 BHK Independent House,Sharmi,11425000,2422,Thalambur
3 BHK Apartment,Anjali Properties,10346408,1592,Tiruvottiyur
2 BHK Apartment,Anjali Properties,3281619,831,Mannivakkam
2 BHK Independent House,Sai Anu Real Estate,5500000,900,Ayapakkam
2 BHK Independent House,Sai Anu Real Estate,5000000,700,Ayapakkam
2 BHK Independent House,Sai Anu Real Estate,5500000,645,Ayapakkam
2 BHK Villa,Sai Anu Real Estate,8700000,1000,Ayapakkam
1 BHK Independent House,Sai Anu Real Estate,5200000,900,Ayapakkam
4 BHK Independent House,Sai Anu Real Estate,13000000,2100,Ayapakkam
3 BHK Independent House,Sai Anu Real Estate,7700000,1350,Ayapakkam
1 BHK Independent House,Sai Anu Real Estate,4400000,700,Ayapakkam
3 BHK Independent House,Sai Anu Real Estate,8200000,1350,Ayapakkam
3 BHK Independent House,Sai Anu Real Estate,6500000,1400,Ayapakkam
2 BHK Independent House,Sai Anu Real Estate,6400000,645,Ayapakkam
3 BHK Villa,Sai Anu Real Estate,7000000,1350,Ambattur
3 BHK Villa,Sai Anu Real Estate,7000000,1350,Ambattur
3 BHK Independent House,Sai Anu Real Estate,9000000,1350,Ambattur
5 BHK Independent House,Sai Anu Real Estate,18000000,2730,Ayapakkam
2 BHK Independent House,Sai Anu Real Estate,8500000,1000,Ayapakkam
2 BHK Independent House,Sai Anu Real Estate,4400000,700,Ayapakkam
2 BHK Independent House,Sai Anu Real Estate,6500000,1000,Ayapakkam
2 BHK Independent House,Sai Anu Real Estate,3500000,700,Ayapakkam
4 BHK Independent House,Sai Anu Real Estate,17000000,2350,Ayapakkam
2 BHK Independent House,Sai Anu Real Estate,6000000,645,Ayapakkam
2 BHK Independent House,Sai Anu Real Estate,7500000,1000,Ayapakkam
2 BHK Independent House,Sai Anu Real Estate,8800000,1000,Ayapakkam
5 BHK Independent House,Sai Anu Real Estate,17600000,2300,Ayapakkam
5 BHK Independent House,Sai Anu Real Estate,18000000,2200,Ayapakkam
1 BHK Independent House,Sai Anu Real Estate,5300000,900,Ayapakkam
1 BHK Independent House,Sai Anu Real Estate,3700000,700,Ayapakkam
3 BHK Independent House,Sai Anu Real Estate,8000000,1350,Ayapakkam
4 BHK Independent House,Sai Anu Real Estate,6500000,1400,Ayapakkam
3 BHK Independent House,Sai Anu Real Estate,8200000,1350,Ayapakkam
4 BHK Independent House,Sai Anu Real Estate,16000000,2250,Ayapakkam
5 BHK Independent House,Sai Anu Real Estate,17000000,2250,Ayapakkam
1 BHK Independent House,Sai Anu Real Estate,1700000,486,Ayapakkam
3 BHK Apartment,Sree Chakraa,9326000,1600,Selaiyur
3 BHK Apartment,Sree Chakraa,10900000,1597,Rajakilpakkam
3 BHK Apartment,Sree Chakraa,10629203,1597,Sembakkam
3 BHK Apartment,Sree Chakraa,10900000,1599,Medavakkam
2 BHK Apartment,Sree Chakraa,4777410,934,West Tambaram
2 BHK Apartment,Sree Chakraa,6926310,1006,Madambakkam
3 BHK Apartment,Sree Chakraa,10900000,1597,Rajakilpakkam
3 BHK Apartment,Sree Chakraa,10905000,1597,West Tambaram
3 BHK Apartment,Sree Chakraa,9172800,1600,Medavakkam
2 BHK Apartment,seller,5800000,1000,Thiruverkadu
2 BHK Apartment,seller,5701400,983,Thiruverkadu
1 BHK Independent House,KK Promoters,2500000,420,Edayanchavadi
2 BHK Independent House,Elite Estate,7022900,1058,Vengambakkam
2 BHK Apartment,Revahs Construction Services,6450000,992,Kilkattalai
2 BHK Villa,RR housing Deepa,5600000,1200,Pozhichalur
2 BHK Apartment,RR housing Deepa,5800000,996,Pammal
2 BHK Apartment,RR housing Deepa,4500000,855,Pozhichalur
2 BHK Apartment,RR housing Deepa,6000000,1320,Pozhichalur
3 BHK Apartment,sathish,5500000,1145,Puzhal
2 BHK Apartment,Prabha Homes,7355000,877,Madipakkam
2 BHK Apartment,Prabha Homes,8120000,866,Madipakkam
4 BHK Apartment,Anjali Properties,11087121,2579,Kundrathur
3 BHK Apartment,seller,21999384,1773,Perungudi
4 BHK Apartment,seller,31099314,2774,Perungudi
4 BHK Apartment,seller,30400780,2710,Perungudi
3 BHK Apartment,seller,20000424,1784,Perungudi
3 BHK Apartment,seller,19199494,1717,Perungudi
3 BHK Apartment,seller,17199016,1355,Perungudi
3 BHK Apartment,seller,15499725,1387,Perungudi
4 BHK Apartment,seller,31001024,2764,Perungudi
3 BHK Apartment,seller,19300180,1724,Perungudi
3 BHK Apartment,seller,19799136,1764,Perungudi
3 BHK Apartment,seller,17185980,2030,Perungudi
3 BHK Apartment,seller,16838874,1989,Perungudi
3 BHK Apartment,seller,16838874,1989,Perungudi
3 BHK Apartment,seller,13376280,1580,Perungudi
3 BHK Apartment,seller,6004999,1001,Ayanambakkam
3 BHK Apartment,seller,6058990,1010,Ayanambakkam
1 BHK Independent House,KK Promoters,3600000,500,Palavaram
2 BHK Villa,KK Promoters,5600000,1000,Edayanchavadi
1 BHK Independent House,KK Promoters,2300000,520,Edayanchavadi
3 BHK Villa,KK Promoters,5600000,1000,Manali
2 BHK Independent House,KK Promoters,3500000,560,Edayanchavadi
1 BHK Independent House,KK Promoters,2400000,432,Edayanchavadi
2 BHK Independent House,KK Promoters,4300000,830,Edayanchavadi
2 BHK Villa,KK Promoters,3650000,600,Palavaram
2 BHK Villa,KK Promoters,6000000,1050,Manali
2 BHK Independent House,KK Promoters,4900000,862,Palavaram
2 BHK Villa,KK Promoters,4700000,850,Edayanchavadi
3 BHK Apartment,seller,12000000,2000,Abiramapuram
2 BHK Independent House,SRI ANNAI ENTERPRISES,6016000,1161,West Tambaram
2 BHK Apartment,Revahs Construction Services,4750000,751,Sembakkam
2 BHK Villa,VSP REAL ESTATE PVT LTD,2580000,600,Thirunindravur
1 BHK Villa,VSP REAL ESTATE PVT LTD,1760000,400,Kumaran Nagar
3 BHK Villa,Adhithya Realty,12100000,1900,Selaiyur
2 BHK Villa,Value reality,5965200,900,Mannivakkam
2 BHK Villa,Value reality,5658200,900,Varadharajapuram
2 BHK Apartment,Gayathiri,3895000,820,Kundrathur
2 BHK Apartment,Gayathiri,4588500,966,Kundrathur
2 BHK Apartment,Gayathiri,3135000,660,Kundrathur
3 BHK Apartment,Gayathiri,5643000,1188,Kundrathur
2 BHK Apartment,Gayathiri,4408000,928,Kundrathur
3 BHK Apartment,Gayathiri,8156250,1305,Pammal
2 BHK Apartment,Gayathiri,5831250,933,Pammal
3 BHK Apartment,Gayathiri,6825000,1092,Pammal
2 BHK Apartment,Gayathiri,5687500,910,Pammal
2 BHK Apartment,Gayathiri,5062500,810,Pammal
2 BHK Apartment,Gayathiri,6567750,973,Sembakkam
2 BHK Apartment,Gayathiri,6257250,927,Sembakkam
3 BHK Apartment,Gayathiri,7843500,1162,Sembakkam
2 BHK Apartment,Gayathiri,5717250,847,Sembakkam
2 BHK Apartment,Gayathiri,4677750,891,Anakaputhur
2 BHK Apartment,Gayathiri,4399500,838,Anakaputhur
3 BHK Apartment,Gayathiri,6284250,1197,Anakaputhur
3 BHK Apartment,PB Flat Promoters,9446800,1243,Madipakkam
2 BHK Apartment,PB Flat Promoters,6627200,872,Madipakkam
3 BHK Apartment,GODSON BUILDERS,5460000,840,Kolathur
2 BHK Apartment,GODSON BUILDERS,5200000,800,Kolathur
1 BHK Apartment,Revahs Construction Services,3150000,585,Medavakkam
3 BHK Apartment,EZY REALTY,14600000,1386,Vadapalani
3 BHK Apartment,EZY REALTY,15000000,1350,Virugambakkam
2 BHK Apartment,EZY REALTY,5500000,767,Sholinganallur
3 BHK Apartment,EZY REALTY,88400000,3200,Teynampet
3 BHK Apartment,EZY REALTY,10600000,1448,Sholinganallur
3 BHK Apartment,EZY REALTY,14000000,1110,Vadapalani
3 BHK Apartment,EZY REALTY,16000000,1460,Saligramam
3 BHK Apartment,EZY REALTY,32900000,1850,Anna Nagar
3 BHK Apartment,EZY REALTY,35600000,1630,Nungambakkam
3 BHK Apartment,EZY REALTY,45500000,2165,Nungambakkam
3 BHK Apartment,PS Realty,7200000,1134,Gerugambakkam
2 BHK Apartment,Anjali Properties,4350588,1012,Kundrathur
3 BHK Apartment,Anjali Properties,5704773,1327,Kundrathur
3 BHK Apartment,Dhamoder realty,23500000,1565,Anna Nagar
3 BHK Apartment,GL Reddy Home Enterprises,25000000,1450,Besant Nagar
1 BHK Apartment,Fantasy Realtors,3200000,550,Madipakkam
2 BHK Villa,Elite Estate,6958100,1011,Agaramthen
2 BHK Villa,Vijay Kumar,4500000,1000,Veppampattu
2 BHK Villa,Vijay Kumar,3430000,800,Perumalpattu
2 BHK Villa,Vijay Kumar,2750000,435,KGR New Town
2 BHK Apartment,RR housing Deepa,5600000,970,Pammal
2 BHK Apartment,RR housing Deepa,5700000,993,Pammal
3 BHK Apartment,EZY REALTY,34650000,1793,Perungudi
3 BHK Apartment,EZY REALTY,50700000,2434,Mylapore
3 BHK Apartment,EZY REALTY,30600000,1701,Gopalapuram
3 BHK Apartment,EZY REALTY,25000000,1570,Mylapore
3 BHK Apartment,EZY REALTY,17500000,1650,Navallur
4 BHK Villa,EZY REALTY,17700000,3000,Thalambur
4 BHK Villa,EZY REALTY,24800000,2195,Navallur
2 BHK Apartment,EZY REALTY,10500000,1100,Mogappair
2 BHK Apartment,EZY REALTY,13500000,1288,Mogappair
3 BHK Apartment,EZY REALTY,16500000,1657,Mogappair
4 BHK Villa,EZY REALTY,17500000,2180,Navallur
4 BHK Apartment,EZY REALTY,41689800,4716,Navallur
4 BHK Villa,EZY REALTY,24500000,2175,Navallur
2 BHK Independent House,ELITE ESTATES,4123900,700,Puzhal
2 BHK Villa,ELITE ESTATES,5640312,750,Somanathapuram
2 BHK Independent House,ELITE ESTATES,6352580,900,Somanathapuram
3 BHK Independent House,ELITE ESTATES,8587800,1350,Somanathapuram
3 BHK Villa,Nithdharani Associates,14050000,1800,Iyyappanthangal
4 BHK Villa,Nithdharani Associates,15400000,2250,Kattupakkam
3 BHK Villa,Nithdharani Associates,14200000,1800,Iyyappanthangal
3 BHK Villa,Nithdharani Associates,11200000,1800,Madhanandapuram
1 BHK Apartment,ADIR ENTERPRISES,3500000,576,Thirumullaivoyal
2 BHK Villa,ADIR ENTERPRISES,6540000,904,Nellitopa
2 BHK Apartment,ADIR ENTERPRISES,5800000,965,Thirumullaivoyal
2 BHK Apartment,GL Reddy Home Enterprises,6900000,815,Kotivakkam
3 BHK Apartment,JD Builders,17400000,1374,Thiruvanmiyur
2 BHK Apartment,JD Builders,11900000,904,Thiruvanmiyur
2 BHK Apartment,JD Builders,12000000,900,Thiruvanmiyur
3 BHK Apartment,JD Builders,17400000,1340,Thiruvanmiyur
3 BHK Apartment,Sree Chakraa,10055500,1547,Selaiyur
2 BHK Apartment,Sree Chakraa,6675500,1027,Selaiyur
3 BHK Apartment,Sree Chakraa,10153000,1562,Selaiyur
3 BHK Apartment,Sree Chakraa,9295000,1430,Selaiyur
2 BHK Apartment,Sree Chakraa,7579000,1166,Selaiyur
2 BHK Apartment,SS PROPERTIES,6090500,1050,Pammal
2 BHK Apartment,KAP VENTURES,13000000,1295,Navallur
5 BHK Apartment,KAP VENTURES,23200000,4995,Navallur
4 BHK Apartment,KAP VENTURES,23200000,4995,Navallur
2 BHK Apartment,RTS Real Estate Consultant,17000000,1168,Vadapalani
3 BHK Independent House,Elite Estate,7169000,1050,Vengambakkam
2 BHK Independent House,Elite Estate,6679000,950,Vengambakkam
2 BHK Independent House,ELITE ESTATES,5049470,650,Somanathapuram
3 BHK Villa,ELITE ESTATES,7893700,1300,Guduvancheri
2 BHK Villa,ELITE ESTATES,5826810,800,Guduvancheri
3 BHK Independent House,ELITE ESTATES,7764000,1350,Guduvancheri
2 BHK Villa,VSP REAL ESTATE PVT LTD,4100000,500,Avadi
2 BHK Independent House,VSP REAL ESTATE PVT LTD,4650000,750,Pattabiram
2 BHK Independent House,VSP REAL ESTATE PVT LTD,5000000,600,Pattabiram
3 BHK Villa,VSP REAL ESTATE PVT LTD,4900000,700,Pattabiram
3 BHK Independent House,VSP REAL ESTATE PVT LTD,5950000,1000,Avadi
3 BHK Villa,VSP REAL ESTATE PVT LTD,5500000,800,Avadi
4 BHK Independent House,RS CONSTRUCTION,15100000,2300,Kolathur
2 BHK Independent House,Sharmi,9704000,1000,Sadhanathapuram
2 BHK Independent House,Sharmi,7211000,1000,Sadhanathapuram
1 BHK Apartment,Crest Homes,3157440,528,Kundrathur
1 BHK Apartment,Crest Homes,2960100,495,Kundrathur
1 BHK Apartment,Crest Homes,3115580,521,Kundrathur
1 BHK Apartment,Crest Homes,2595320,434,Kundrathur
1 BHK Apartment,Crest Homes,2350140,393,Kundrathur
1 BHK Apartment,Crest Homes,2801948,452,Anakaputhur
2 BHK Apartment,Crest Homes,3459042,558,Anakaputhur
1 BHK Apartment,Crest Homes,2237839,361,Anakaputhur
1 BHK Apartment,Crest Homes,2684167,433,Anakaputhur
1 BHK Apartment,Crest Homes,2355620,380,Anakaputhur
2 BHK Apartment,Fantasy Realtors,5489000,915,Kovilambakkam
2 BHK Apartment,SS PROPERTIES,4363500,735,Pammal
2 BHK Apartment,SS PROPERTIES,4263500,735,Pammal
3 BHK Apartment,Sea Prop,10807500,1441,Velachery
3 BHK Apartment,Sea Prop,10552500,1407,Velachery
3 BHK Apartment,Sea Prop,10837500,1445,Velachery
3 BHK Apartment,Sea Prop,10597500,1413,Velachery
3 BHK Apartment,Sea Prop,11932500,1591,Velachery
3 BHK Apartment,Sea Prop,11962500,1595,Velachery
3 BHK Apartment,Sea Prop,11947500,1593,Velachery
3 BHK Apartment,Sea Prop,12007500,1601,Velachery
3 BHK Apartment,RPC REALTY,23000000,1350,Raja Annamalai Puram
2 BHK Villa,ELITE ESTATES,6171510,850,Guduvancheri
2 BHK Villa,ELITE ESTATES,4262200,750,RedHills
2 BHK Villa,ELITE ESTATES,5265200,680,Somanathapuram
3 BHK Villa,ELITE ESTATES,7314000,1200,Guduvancheri
2 BHK Villa,VSP REAL ESTATE PVT LTD,3455000,550,Avadi
2 BHK Villa,VSP REAL ESTATE PVT LTD,4300000,600,Avadi
2 BHK Apartment,Anjali Properties,8512500,1135,Perungalathur
2 BHK Apartment,Anjali Properties,2827350,618,Guduvancheri
2 BHK Apartment,The Homes Horizon,9140000,1228,West Tambaram
3 BHK Apartment,The Homes Horizon,10000000,1417,West Tambaram
3 BHK Apartment,Anjali Properties,10593370,1630,Tiruvottiyur
1 BHK Apartment,Vbrix Consulting,7799724,723,Muttukadu
1 BHK Apartment,Vbrix Consulting,4628052,429,Muttukadu
2 BHK Apartment,Vbrix Consulting,13199970,1195,Muttukadu
1 BHK Apartment,Vbrix Consulting,8199270,765,Muttukadu
1 BHK Apartment,Vbrix Consulting,7899744,732,Muttukadu
2 BHK Apartment,Vbrix Consulting,9999577,899,Muttukadu
2 BHK Apartment,Vbrix Consulting,8509095,765,Muttukadu
2 BHK Apartment,Vbrix Consulting,11857118,1066,Muttukadu
1 BHK Independent House,JD properties,1990000,525,Veppampattu
1 BHK Independent House,JD properties,1980000,525,Kumaran Nagar
1 BHK Independent House,JD properties,2000000,525,Veppampattu
1 BHK Independent House,JD properties,1950000,525,Kumaran Nagar
3 BHK Villa,Vishnu Foundation Ltd,10200000,1730,Madambakkam
2 BHK Independent House,Prop square,3600000,600,Tiruvottiyur
2 BHK Independent House,Prop square,3663000,600,Madhavaram
3 BHK Independent House,GRAND IMPRA PROPERTY,17000000,1880,Pammal
2 BHK Apartment,GRAND IMPRA PROPERTY,5000000,815,Pammal
3 BHK Apartment,MrPincode,5900000,1400,Mahindra World City
2 BHK Independent House,SRI ANNAI ENTERPRISES,6005000,1160,West Tambaram
4 BHK Apartment,seller,31000000,2200,Manapakkam
3 BHK Apartment,RPC REALTY,33000000,1750,Triplicane
2 BHK Villa,Vijay Kumar,2920000,750,Veppampattu
2 BHK Independent House,VSP REAL ESTATE PVT LTD,2730000,600,Kumaran Nagar
2 BHK Independent House,VSP REAL ESTATE PVT LTD,4820000,600,Avadi
2 BHK Independent House,VSP REAL ESTATE PVT LTD,5250000,600,Avadi
2 BHK Independent House,VSP REAL ESTATE PVT LTD,2580000,600,Kumaran Nagar
2 BHK Independent House,Rohith Homes,6300000,850,Kovur
2 BHK Independent House,Rohith Homes,5500000,750,Kovur
3 BHK Villa,MJ Promoters,12000000,1800,Madambakkam
3 BHK Apartment,MJ Promoters,3800000,1053,Sithalapakkam
2 BHK Apartment,The Homes Horizon,7550000,996,Kolathur
2 BHK Apartment,The Homes Horizon,7950000,996,Kolathur
2 BHK Villa,Value reality,5955200,900,Mannivakkam
3 BHK Villa,MC Foundation,12800000,2183,Mappedu
2 BHK Villa,VSP REAL ESTATE PVT LTD,3500000,550,Poonamallee
3 BHK Apartment,BABUKANNAN,4700000,1185,Thiruverkadu
2 BHK Apartment,Prabha Homes,8656104,865,Madipakkam
2 BHK Apartment,Dhamoder realty,8700000,950,Arumbakkam
2 BHK Apartment,Vishnu Foundation Ltd,5005000,910,Nanmangalam
3 BHK Villa,SONA REALTY,25000000,1885,Thiruvanmiyur
3 BHK Villa,Sree Chakraa,12000000,1855,Selaiyur
3 BHK Villa,Sree Chakraa,12000000,1856,Sadhanathapuram
2 BHK Villa,VEE JAY BUILDERS,3300000,750,Guduvancheri
3 BHK Independent House,Radhabalan constructions,9300000,1650,Chikkarayapuram
3 BHK Villa,Radhabalan constructions,9000000,1660,Chikkarayapuram
3 BHK Villa,Radhabalan constructions,12500000,2500,Kovur
3 BHK Villa,Nithdharani Associates,14900000,2120,Iyyappanthangal
4 BHK Villa,Nithdharani Associates,15400000,2250,Kattupakkam
2 BHK Apartment,Ramesh,6207500,955,Chromepet
2 BHK Apartment,Ramesh,6207503,955,Chromepet
2 BHK Apartment,Ramesh,7999456,1151,Chengalpattu
3 BHK Apartment,Ramesh,9764750,1405,Chengalpattu
3 BHK Apartment,Ramesh,8826500,1270,Chengalpattu
2 BHK Apartment,Ramesh,7999450,1151,Chengalpattu
2 BHK Apartment,Ramesh,5980004,920,Chromepet
2 BHK Apartment,Ramesh,6207509,955,Chromepet
3 BHK Apartment,Ramesh,9764757,1405,Chengalpattu
3 BHK Apartment,Ramesh,8826506,1270,Chengalpattu
2 BHK Apartment,Ramesh,7679756,1105,Chengalpattu
2 BHK Apartment,Vishnu Foundation Ltd,6480000,900,West Tambaram
3 BHK Apartment,Vishnu Foundation Ltd,6177000,1065,Nanmangalam
2 BHK Apartment,Vishnu Foundation Ltd,6689806,1079,Chitlapakkam
2 BHK Independent House,JD properties,2950000,900,Veppampattu
2 BHK Villa,VEE JAY BUILDERS,5368000,1220,Somanathapuram
3 BHK Villa,VEE JAY BUILDERS,7084000,1610,Guduvancheri
2 BHK Villa,VEE JAY BUILDERS,3980000,910,Guduvancheri
2 BHK Villa,VEE JAY BUILDERS,4400000,1000,Guduvancheri
2 BHK Apartment,Revahs Construction Services,13030400,1018,Kodambakkam
2 BHK Apartment,VV PROPERTIES,4500000,915,Perungalathur
2 BHK Villa,Southern Promoters,4500000,1120,Thatchoor
2 BHK Villa,Southern Promoters,4113000,1350,Thatchoor
3 BHK Apartment,Dora Reality,8900000,1935,Vandalur
