property_type,seller_name,price(rs),area_insqft,location
2 BHK Apartment,Sree Chakraa,4774131,929,Perungalathur
2 BHK Independent House,Elite Estate,7456900,1120,Navallur
2 BHK Independent House,Elite Estate,7640000,1120,Thalambur
3 BHK Apartment,Ramachandran,4302924,1076,Perumanttunallur
2 BHK Apartment,Ramachandran,5258000,956,Anakaputhur
5 BHK Independent House,Nelson Builders,52500000,4000,Neelankarai
2 BHK Apartment,M S HI TECH,6430750,887,East Tambaram
2 BHK Apartment,M S HI TECH,7184750,991,East Tambaram
3 BHK Apartment,VINTAGE PROPERTY SHOP,9950000,1227,Kotivakkam
3 BHK Apartment,VINTAGE PROPERTY SHOP,8800000,1227,Kotivakkam
3 BHK Apartment,VINTAGE PROPERTY SHOP,8700000,1228,Kotivakkam
3 BHK Apartment,sathish,16000000,2244,Korattur
2 BHK Apartment,sathish,8500000,888,Perungudi
5 BHK Apartment,sathish,51000000,6385,Korattur
2 BHK Apartment,sathish,6600000,1132,Korattur
2 BHK Apartment,sathish,8300000,1100,Perungudi
3 BHK Apartment,sathish,7950000,1336,Korattur
3 BHK Apartment,MJ Promoters,8716000,1406,Vengaivasal
2 BHK Apartment,MJ Promoters,7023000,1133,Vengaivasal
2 BHK Apartment,Vbrix Consulting,5969000,1012,Medavakkam
2 BHK Independent House,Nagappan building construction,7200000,900,Chikkarayapuram
3 BHK Villa,Balaji,16998300,3300,Sithalapakkam
2 BHK Apartment,Balaji,4876000,920,Medavakkam
2 BHK Apartment,Balaji,4849500,915,Medavakkam
2 BHK Apartment,Balaji,4664000,880,Medavakkam
2 BHK Apartment,Balaji,4134000,780,Medavakkam
2 BHK Apartment,Balaji,7258050,1143,Medavakkam
3 BHK Apartment,Balaji,9410700,1482,Medavakkam
2 BHK Apartment,Balaji,7073900,1114,Medavakkam
2 BHK Apartment,Balaji,8159750,1285,Medavakkam
2 BHK Apartment,Balaji,7385050,1163,Medavakkam
3 BHK Apartment,Balaji,9271000,1460,Medavakkam
3 BHK Apartment,Balaji,9264650,1459,Medavakkam
2 BHK Apartment,Balaji,6940550,1093,Medavakkam
2 BHK Apartment,Balaji,7213600,1136,Medavakkam
3 BHK Apartment,Individual Agent,7000000,1100,Anna Nagar
2 BHK Apartment,Individual Agent,4600000,801,Pammal
2 BHK Independent House,Elite Estate,5600000,1000,Thalambur
2 BHK Apartment,ARB HOMES,8498639,1367,Padur
2 BHK Apartment,ARB HOMES,7500000,1250,Padur
2 BHK Apartment,ARB HOMES,7499523,1149,Padur
3 BHK Villa,Dhilli Homes,6750000,1200,Pudupakkam
4 BHK Villa,Krish Realty,76000000,6100,Sholinganallur
3 BHK Independent House,VINTAGE PROPERTY SHOP,23000000,2320,Madhavaram
3 BHK Apartment,sathish,10500000,1559,Korattur
4 BHK Apartment,sathish,26984900,2445,Mogappair
5 BHK Independent Floor,sathish,51000000,6300,Korattur
2 BHK Apartment,sathish,12500000,984,Anna Nagar
2 BHK Apartment,sathish,6700000,1132,Korattur
3 BHK Apartment,sathish,10700000,1571,Korattur
3 BHK Apartment,sathish,10600000,1571,Korattur
2 BHK Apartment,sathish,10000000,811,Annanagar West
3 BHK Villa,Nithdharani Associates,13950000,1824,Papanthangal
3 BHK Villa,Nithdharani Associates,14900000,2125,Iyyappanthangal
4 BHK Villa,Nithdharani Associates,17000000,2610,Papanthangal
3 BHK Villa,Nithdharani Associates,15200000,2150,Kattupakkam
2 BHK Independent House,Rohith Homes,8400000,1300,Kovur
2 BHK Independent House,Rohith Homes,8500000,1300,Kovur
3 BHK Independent House,Rohith Homes,12000000,2000,Kovur
3 BHK Apartment,Choice Realty,6000000,1480,Perumbakkam
3 BHK Villa,Nithdharani Associates,15200000,2150,Kattupakkam
3 BHK Independent House,MJ Promoters,24400000,1641,Sholinganallur
3 BHK Independent House,MJ Promoters,44000000,2917,Sholinganallur
3 BHK Independent House,IRAIVAN VILLAS,12000000,2600,Kovur
2 BHK Villa,Karthick,16500000,3000,Madipakkam
2 BHK Apartment,Eminent Assets,7500000,1000,Kolathur
2 BHK Apartment,Eminent Assets,8712500,1025,Perungudi
2 BHK Apartment,Eminent Assets,9097500,1213,Kolathur
3 BHK Apartment,Green Nest,27900000,1550,Nungambakkam
2 BHK Apartment,Green Nest,7133000,1019,Selaiyur
3 BHK Apartment,Green Nest,9695000,1385,Selaiyur
2 BHK Apartment,Green Nest,5110000,730,Selaiyur
3 BHK Apartment,Green Nest,9716000,1388,Selaiyur
2 BHK Apartment,Green Nest,7168000,1024,Selaiyur
3 BHK Villa,Green Nest,7900000,1908,Pallikaranai
3 BHK Apartment,Green Nest,10526684,1316,Valasaravakkam
3 BHK Apartment,Green Nest,10038745,1255,Valasaravakkam
2 BHK Apartment,Green Nest,6999125,875,Valasaravakkam
2 BHK Apartment,Green Nest,6919135,865,Valasaravakkam
2 BHK Apartment,Green Nest,6647169,831,Valasaravakkam
3 BHK Apartment,Green Nest,7230600,1339,Mugalivakkam
2 BHK Apartment,Green Nest,4147200,768,Mugalivakkam
2 BHK Apartment,Green Nest,4190400,776,Mugalivakkam
3 BHK Apartment,Green Nest,6107400,1131,Mugalivakkam
4 BHK Apartment,Vishaka Home,49000000,2475,Guindy
3 BHK Independent House,Vishaka Home,12000000,1100,Nanganallur
2 BHK Villa,ABHIMANYU,5700240,870,Kelambakkam
4 BHK Villa,ABHIMANYU,8600336,1366,Kelambakkam
3 BHK Villa,ABHIMANYU,7150620,1110,Kelambakkam
4 BHK Villa,ABHIMANYU,8030048,1261,Kelambakkam
4 BHK Villa,ABHIMANYU,8000720,1256,Kelambakkam
2 BHK Villa,ABHIMANYU,5300000,800,Kelambakkam
2 BHK Villa,ABHIMANYU,6200868,948,Kelambakkam
2 BHK Villa,ABHIMANYU,5700240,870,Pudupakkam
3 BHK Villa,ABHIMANYU,6900430,1070,Kelambakkam
4 BHK Villa,ABHIMANYU,8639950,1366,Pudupakkam
3 BHK Villa,ABHIMANYU,7149510,1110,Pudupakkam
4 BHK Villa,ABHIMANYU,8030048,1261,Pudupakkam
4 BHK Villa,ABHIMANYU,7999464,1256,Pudupakkam
2 BHK Villa,ABHIMANYU,5300000,800,Pudupakkam
2 BHK Villa,ABHIMANYU,6199920,948,Pudupakkam
3 BHK Villa,ABHIMANYU,6900430,1070,Pudupakkam
4 BHK Independent House,GSN HOMES AND LANDS,13400000,2200,Kolathur
3 BHK Independent House,GSN HOMES AND LANDS,12600000,1400,Kolathur
4 BHK Independent House,GSN HOMES AND LANDS,13400000,2250,Kolathur
3 BHK Apartment,VV PROPERTIES,21626460,1515,Kodambakkam
3 BHK Apartment,VV PROPERTIES,20075592,1404,Kodambakkam
3 BHK Apartment,VV PROPERTIES,21626460,1515,Kodambakkam
4 BHK Independent House,Dhamoder realty,35000000,2000,Vadapalani
3 BHK Apartment,Dhamoder realty,14521000,1383,Virugambakkam
3 BHK Apartment,Dhamoder realty,24200000,1303,Anna Nagar
2 BHK Apartment,Vishnu Foundation Ltd,4708000,856,Nanmangalam
3 BHK Apartment,Vishnu Foundation Ltd,8394800,1354,Kovilambakkam
3 BHK Apartment,Vishnu Foundation Ltd,5857500,1065,Nanmangalam
3 BHK Apartment,Vishnu Foundation Ltd,7997000,1454,Nanmangalam
3 BHK Apartment,Vishnu Foundation Ltd,6588000,1220,Medavakkam
3 BHK Apartment,Vishnu Foundation Ltd,7495200,1388,Medavakkam
3 BHK Apartment,Vishnu Foundation Ltd,6704800,1156,Medavakkam
2 BHK Apartment,Vishnu Foundation Ltd,6082200,981,Kovilambakkam
2 BHK Apartment,Vishnu Foundation Ltd,5685400,917,Kovilambakkam
3 BHK Apartment,Vishnu Foundation Ltd,9659600,1558,Kovilambakkam
3 BHK Apartment,Vishnu Foundation Ltd,8742000,1410,Kovilambakkam
2 BHK Apartment,Vishnu Foundation Ltd,4881600,904,Medavakkam
2 BHK Apartment,Vishnu Foundation Ltd,5546000,940,Medavakkam
3 BHK Apartment,Vishnu Foundation Ltd,6873000,1185,Medavakkam
2 BHK Apartment,Vishnu Foundation Ltd,5449800,879,Kovilambakkam
3 BHK Apartment,Vishnu Foundation Ltd,6666000,1212,Medavakkam
2 BHK Apartment,Vishnu Foundation Ltd,5294800,854,Kovilambakkam
3 BHK Apartment,Vishnu Foundation Ltd,6588000,1220,Medavakkam
3 BHK Apartment,Vishnu Foundation Ltd,7495200,1388,Medavakkam
2 BHK Apartment,Vishnu Foundation Ltd,6082200,981,Kovilambakkam
2 BHK Apartment,Eminent Assets,11191000,1178,Koyambedu
2 BHK Apartment,Eminent Assets,11200500,1179,Koyambedu
3 BHK Independent Floor,Green Nest,6342000,1222,Iyyappanthangal
3 BHK Villa,ABHIMANYU,6150000,1000,Pudupakkam
4 BHK Apartment,RPC REALTY,140000000,4800,Alwarpet
3 BHK Independent House,RPC REALTY,42500000,2400,Thiruvanmiyur
4 BHK Independent House,RPC REALTY,65000000,2500,Besant Nagar
2 BHK Independent House,HAPPY HOMES,3500000,1000,Minjur
3 BHK Independent House,HAPPY HOMES,6500000,1600,Minjur
3 BHK Apartment,HAPPY HOMES,8900000,1195,Ambattur
3 BHK Independent House,HAPPY HOMES,4500000,1200,Minjur
3 BHK Independent House,HAPPY HOMES,6500000,1600,Minjur
3 BHK Apartment,HAPPY HOMES,9000000,1325,Ambattur
3 BHK Apartment,HAPPY HOMES,8800000,1290,Ambattur
2 BHK Apartment,K Reality,2656230,555,Thiruporur
1 BHK Apartment,K Reality,2450432,512,Thiruporur
2 BHK Apartment,K Reality,2684946,561,Thiruporur
2 BHK Apartment,K Reality,2445646,511,Thiruporur
2 BHK Apartment,K Reality,2464790,515,Thiruporur
3 BHK Apartment,K Reality,15728427,1573,Velachery
2 BHK Apartment,K Reality,2450432,512,Thiruporur
3 BHK Apartment,K Reality,15158484,1516,Velachery
2 BHK Apartment,K Reality,2723234,569,Thiruporur
3 BHK Apartment,K Reality,15558444,1556,Velachery
2 BHK Apartment,K Reality,2573942,518,Thiruporur
2 BHK Apartment,K Reality,2708876,566,Thiruporur
1 RK Studio Apartment,K Reality,2500000,354,Poonamallee
2 BHK Apartment,K Reality,5400000,711,Poonamallee
2 BHK Apartment,K Reality,5300000,1076,Guduvancheri
2 BHK Apartment,K Reality,6900000,1008,Perumbakkam
3 BHK Apartment,K Reality,8900000,1458,Selaiyur
3 BHK Apartment,K Reality,14100000,1536,Velachery
2 BHK Apartment,K Reality,10414400,1132,Velachery
2 BHK Apartment,K Reality,7403300,860,Velachery
3 BHK Apartment,K Reality,12000000,1210,Velachery
3 BHK Apartment,K Reality,6941000,1119,Pammal
1 BHK Apartment,K Reality,2426800,355,Poonamallee
2 BHK Apartment,K Reality,6499999,1013,Medavakkam
2 BHK Apartment,K Reality,9900000,1047,East Tambaram
2 BHK Apartment,K Reality,8896200,1259,Sholinganallur
2 BHK Apartment,K Reality,15300000,1214,Pallikaranai
3 BHK Apartment,K Reality,13000000,1276,Perungalathur
2 BHK Apartment,K Reality,4287200,818,Mangadu
1 RK Studio Apartment,K Reality,1550000,496,Unamancheri
2 BHK Apartment,K Reality,3340000,1163,Unamancheri
1 BHK Apartment,K Reality,2250000,472,Guduvancheri
3 BHK Apartment,K Reality,15846403,1547,Keelkattalai
4 BHK Independent House,VINTAGE PROPERTY SHOP,54000000,4000,Manapakkam
4 BHK Independent House,VINTAGE PROPERTY SHOP,53500000,4000,Manapakkam
3 BHK Villa,Nithdharani Associates,15100000,2117,Iyyappanthangal
3 BHK Villa,Nithdharani Associates,15150000,2120,Iyyappanthangal
2 BHK Independent House,Rohith Homes,15000000,1600,Kovur
2 BHK Apartment,Vishnu Foundation Ltd,6277600,1121,Madambakkam
3 BHK Apartment,Vishnu Foundation Ltd,8717200,1406,Chitlapakkam
2 BHK Apartment,Vishnu Foundation Ltd,5952000,960,Chitlapakkam
2 BHK Apartment,Vishnu Foundation Ltd,6867000,1090,Pallikaranai
2 BHK Apartment,Vishnu Foundation Ltd,6689800,1079,Chitlapakkam
2 BHK Apartment,Vishnu Foundation Ltd,6775450,1067,Selaiyur
2 BHK Apartment,Vishnu Foundation Ltd,6233500,959,West Tambaram
3 BHK Apartment,Vishnu Foundation Ltd,8674100,1366,Selaiyur
2 BHK Apartment,Vishnu Foundation Ltd,7404100,1166,Selaiyur
2 BHK Apartment,Eminent Assets,7119500,982,Kolathur
3 BHK Apartment,Eminent Assets,11891000,1081,Arumbakkam
2 BHK Apartment,Eminent Assets,7112250,981,Kolathur
3 BHK Apartment,Eminent Assets,12848000,1168,Arumbakkam
3 BHK Apartment,Eminent Assets,11935000,1085,Arumbakkam
3 BHK Apartment,Eminent Assets,12837000,1167,Arumbakkam
3 BHK Apartment,Eminent Assets,13882000,1262,Arumbakkam
2 BHK Apartment,Eminent Assets,7126750,983,Kolathur
3 BHK Apartment,Eminent Assets,11891000,1081,Arumbakkam
2 BHK Apartment,Green Nest,6735800,865,Porur
3 BHK Apartment,Green Nest,6344000,1175,Gerugambakkam
2 BHK Apartment,Sree Chakraa,6766000,953,West Tambaram
3 BHK Apartment,Sree Chakraa,5063880,934,West Tambaram
3 BHK Apartment,Sree Chakraa,10900000,1597,Selaiyur
2 BHK Apartment,Sree Chakraa,7418680,1006,Medavakkam
3 BHK Apartment,Sree Chakraa,10900000,1597,Sembakkam
3 BHK Apartment,Sree Chakraa,7949000,1122,West Tambaram
3 BHK Apartment,Sree Chakraa,10900000,1597,West Tambaram
2 BHK Apartment,Sree Chakraa,6739000,944,Medavakkam
2 BHK Apartment,Sree Chakraa,7137000,1006,Selaiyur
2 BHK Apartment,Sree Chakraa,6703000,944,West Tambaram
3 BHK Apartment,Sree Chakraa,10900000,1597,Madambakkam
3 BHK Apartment,Sree Chakraa,10900000,1597,Rajakilpakkam
3 BHK Apartment,Sree Chakraa,10900000,1597,Medavakkam
3 BHK Apartment,Sree Chakraa,5260720,971,West Tambaram
3 BHK Apartment,Sree Chakraa,7949000,1122,West Tambaram
2 BHK Apartment,Caspro Realty,9282000,884,Thiruvanmiyur
2 BHK Apartment,Caspro Realty,9859500,939,Thiruvanmiyur
3 BHK Apartment,HAPPY HOMES,8500000,1300,Ambattur
3 BHK Apartment,HAPPY HOMES,7500000,1120,Ambattur
3 BHK Apartment,HAPPY HOMES,8600000,1095,Kolathur
3 BHK Apartment,HAPPY HOMES,8500000,1115,Kolathur
3 BHK Apartment,HAPPY HOMES,8500000,1225,Kolathur
3 BHK Apartment,HAPPY HOMES,7500000,1155,Ambattur
3 BHK Apartment,HAPPY HOMES,37500000,2378,Ekkatuthangal
2 BHK Apartment,HAPPY HOMES,13000000,1155,Vadapalani
3 BHK Apartment,HAPPY HOMES,8500000,1225,Ambattur
3 BHK Apartment,HAPPY HOMES,15000000,1375,Vadapalani
3 BHK Apartment,HAPPY HOMES,37500000,2378,Guindy
3 BHK Apartment,HAPPY HOMES,10000000,1345,Kolathur
3 BHK Apartment,HAPPY HOMES,15000000,1450,Vadapalani
2 BHK Apartment,HAPPY HOMES,6500000,1055,Ambattur
3 BHK Apartment,VV PROPERTIES,20075592,1404,Kodambakkam
3 BHK Independent House,Nelson Builders,14000000,1400,Saligramam
5 BHK Independent House,Nelson Builders,32000000,3000,Saligramam
3 BHK Independent House,Nelson Builders,18000000,1800,Saligramam
5 BHK Independent House,Krish Realty,75000000,5500,Kilpauk
3 BHK Apartment,Nithdharani Associates,20700000,1800,KK Nagar
4 BHK Apartment,Square feet,21700000,2162,Manapakkam
3 BHK Apartment,Eminent Assets,8952950,1370,Ponniammanmedu
2 BHK Apartment,Eminent Assets,6844500,1053,Ponniammanmedu
2 BHK Apartment,Eminent Assets,8058952,1048,Ponniammanmedu
2 BHK Apartment,Eminent Assets,5830500,897,Ponniammanmedu
3 BHK Apartment,Eminent Assets,9685000,1490,Ponniammanmedu
3 BHK Apartment,Eminent Assets,8939880,1368,Ponniammanmedu
3 BHK Apartment,Eminent Assets,8933345,1367,Ponniammanmedu
3 BHK Apartment,Eminent Assets,9360000,1440,Ponniammanmedu
2 BHK Apartment,Eminent Assets,5824000,896,Ponniammanmedu
2 BHK Apartment,Eminent Assets,5817500,895,Ponniammanmedu
2 BHK Apartment,Eminent Assets,7866451,1049,Ponniammanmedu
2 BHK Apartment,Eminent Assets,6825000,1050,Ponniammanmedu
5 BHK Independent Floor,Karthick,34500000,2500,Porur
2 BHK Apartment,Sree Chakraa,7318680,953,Madambakkam
2 BHK Independent House,Elite Estate,7114300,1033,Vengambakkam
3 BHK Independent House,Nelson Builders,52500000,5000,Neelankarai
3 BHK Independent House,Nelson Builders,15000000,1800,Injambakkam
3 BHK Independent House,Nelson Builders,40000000,4800,Saligramam
3 BHK Apartment,Krish Realty,53500000,3047,Nungambakkam
2 BHK Independent House,Elite Estate,7114300,1033,Vengambakkam
3 BHK Independent House,Nelson Builders,52500000,5000,Neelankarai
3 BHK Independent House,Nelson Builders,15000000,1800,Injambakkam
3 BHK Independent House,Nelson Builders,40000000,4800,Saligramam
4 BHK Apartment,Krish Realty,96000000,4000,Raja
4 BHK Independent House,Krish Realty,39000000,3500,Kotivakkam
2 BHK Apartment,Krish Realty,4500000,1050,Varadharajapuram
6 BHK Independent House,Krish Realty,55000000,5500,Karapakkam
3 BHK Apartment,Krish Realty,12500000,1300,Thoraipakkam OMR
3 BHK Apartment,Krish Realty,53500000,3047,Nungambakkam
3 BHK Villa,Squre,12399400,1900,Ayapakkam
2 BHK Villa,Squre,7899600,1200,Ayapakkam
3 BHK Villa,Squre,12500100,1900,Ayanambakkam
2 BHK Villa,Squre,7950000,1200,Ayanambakkam
2 BHK Independent House,Prop square,4384225,700,Padianallur
2 BHK Apartment,Green Nest,6195000,1129,Moulivakkam
2 BHK Apartment,Property Prominence,6500000,1147,Padur
2 BHK Apartment,Property Prominence,8000000,1040,Mogappair
2 BHK Apartment,Property Prominence,5200000,835,Perumbakkam
2 BHK Apartment,HAPPY HOMES,6500000,965,Ambattur
3 BHK Apartment,Eminent Assets,18330000,1410,Mogappair
2 BHK Independent House,Prop square,4291000,700,Madhavaram
5 BHK Independent Floor,Karthick,35000000,2000,Porur
3 BHK Apartment,Eminent Assets,17225000,1325,Mogappair
4 BHK Independent House,SR REALESTATE,65000000,5000,Kottivakkam
1 BHK Apartment,SS PROPERTIES,6090000,1050,Pallavaram
2 BHK Apartment,SS PROPERTIES,4205000,735,Pallavaram
1 BHK Villa,Merloam Estates,3100000,450,Poonamallee
2 BHK Villa,Merloam Estates,3900000,600,Poonamallee
1 BHK Villa,Merloam Estates,3200000,450,Poonamallee
2 BHK Villa,Merloam Estates,4100000,600,Poonamallee
2 BHK Villa,Merloam Estates,4000000,600,Poonamallee
2 BHK Villa,Thiyagu,5972627,1050,Kolapakkam Vandalur
2 BHK Villa,Thiyagu,5272829,1100,Mannivakkam
2 BHK Villa,Thiyagu,5891617,1000,Mannivakkam
3 BHK Villa,Thiyagu,6591629,1250,Puzhal
3 BHK Villa,Thiyagu,4519161,1350,Ponneri
2 BHK Villa,Thiyagu,3945464,900,Ponneri
3 BHK Villa,Thiyagu,4519161,1250,Sriperumbudur
3 BHK Independent House,VV PROPERTIES,25300000,1641,Sholinganallur
3 BHK Apartment,VV PROPERTIES,35000000,1890,Guindy
4 BHK Apartment,VV PROPERTIES,27500000,2436,Valasaravakkam
3 BHK Apartment,HM Homes,5637500,1025,Kolapakkam
3 BHK Apartment,HM Homes,9218250,1205,Virugambakkam
2 BHK Apartment,HM Homes,7015050,917,Virugambakkam
2 BHK Apartment,HM Homes,7458750,975,Virugambakkam
3 BHK Apartment,HM Homes,9639000,1260,Virugambakkam
2 BHK Apartment,HM Homes,6187500,825,Mugalivakkam
2 BHK Apartment,HM Homes,7200000,960,Mugalivakkam
2 BHK Apartment,HM Homes,6825000,910,Mugalivakkam
3 BHK Apartment,HM Homes,9310000,1400,Ramapuram
3 BHK Villa,Vishnu Foundation Ltd,8800000,1563,Vengambakkam
3 BHK Apartment,Seven G Property Pvt Ltd,22400000,1400,Gopalapuram
3 BHK Apartment,Eminent Assets,11914000,1288,Perungudi
4 BHK Apartment,Eminent Assets,25317000,1746,Kilpauk
1 RK Studio Apartment,SS PROPERTIES,2300000,580,Pozhichalur
1 BHK Apartment,SS PROPERTIES,2300000,580,Pozhichalur
2 BHK Villa,Thiyagu,5700000,1000,Vandalur
3 BHK Villa,Thiyagu,7100475,1275,Vandalur
2 BHK Villa,Thiyagu,4400000,1000,Thirumazhisai
3 BHK Apartment,VV PROPERTIES,35000000,1890,Guindy
4 BHK Apartment,VV PROPERTIES,27500000,2436,Valasaravakkam
3 BHK Apartment,HM Homes,5637500,1025,Kolapakkam
3 BHK Apartment,HM Homes,9218250,1205,Virugambakkam
2 BHK Apartment,HM Homes,7015050,917,Virugambakkam
2 BHK Apartment,HM Homes,7458750,975,Virugambakkam
3 BHK Apartment,HM Homes,9639000,1260,Virugambakkam
2 BHK Apartment,HM Homes,6187500,825,Mugalivakkam
2 BHK Apartment,HM Homes,7200000,960,Mugalivakkam
2 BHK Apartment,HM Homes,6825000,910,Mugalivakkam
3 BHK Apartment,HM Homes,9310000,1400,Ramapuram
3 BHK Villa,Vishnu Foundation Ltd,8800000,1563,Vengambakkam
3 BHK Apartment,Seven G Property Pvt Ltd,22400000,1400,Gopalapuram
3 BHK Apartment,Eminent Assets,11914000,1288,Perungudi
4 BHK Apartment,Eminent Assets,25317000,1746,Kilpauk
1 RK Studio Apartment,SS PROPERTIES,2300000,580,Pozhichalur
1 BHK Apartment,SS PROPERTIES,2300000,580,Pozhichalur
2 BHK Villa,Thiyagu,4499000,1100,Madhavaram
3 BHK Villa,Thiyagu,5999500,1300,Madhavaram
3 BHK Villa,Thiyagu,7954284,1300,West Tambaram
2 BHK Villa,Thiyagu,4996555,1050,Kelambakkam
2 BHK Villa,Thiyagu,7050000,1200,East Tambaram
2 BHK Apartment,Revahs Construction Services,4150000,979,Gerugambakkam
3 BHK Apartment,Revahs Construction Services,7850000,1343,Madipakkam
2 BHK Apartment,Revahs Construction Services,6100000,1052,Madipakkam
2 BHK Apartment,kumaran,5068800,704,Velachery
2 BHK Apartment,kumaran,5227200,726,Velachery
3 BHK Apartment,kumaran,10023069,1207,Medavakkam
2 BHK Apartment,kumaran,8520136,1018,Medavakkam
3 BHK Apartment,kumaran,11398760,1380,Medavakkam
2 BHK Apartment,kumaran,8194109,977,Medavakkam
2 BHK Apartment,kumaran,7915784,942,Medavakkam
3 BHK Independent House,24K Realtors,13200000,2415,Padur
3 BHK Villa,Agila Ravi,14000000,2400,Kolathur
5 BHK Villa,Agila Ravi,25000000,3000,Kolathur
2 BHK Apartment,Eminent Assets,8721000,1026,Perungudi
2 BHK Apartment,Eminent Assets,8746500,1029,Perungudi
4 BHK Apartment,Eminent Assets,84800000,3200,Alwarpet
4 BHK Apartment,Eminent Assets,82892000,3605,Alwarpet
4 BHK Apartment,Eminent Assets,82800000,3600,Alwarpet
2 BHK Apartment,Eminent Assets,8746500,1029,Perungudi
2 BHK Apartment,Eminent Assets,8738000,1028,Perungudi
3 BHK Apartment,Eminent Assets,11904750,1287,Perungudi
2 BHK Apartment,Green Nest,12223000,852,West
2 BHK Independent House,KK Promoters,3800000,500,Manali
1 BHK Independent House,KK Promoters,2400000,530,Manali
1 BHK Apartment,VEE KEY REALTORS,3200000,550,Kovilambakkam
2 BHK Villa,SRI ANNAI ENTERPRISES,6000000,1000,West Tambaram
2 BHK Villa,Thiyagu,5581511,950,Perungalathur
2 BHK Villa,Thiyagu,5291528,1075,West Tambaram
3 BHK Villa,Thiyagu,7407171,1310,West Tambaram
3 BHK Villa,Thiyagu,6716817,1160, East Tambaram
3 BHK Villa,Thiyagu,6416163,1350,Tambaram Sanatoruim
2 BHK Villa,Thiyagu,3766252,1100,Ponneri
2 BHK Villa,Thiyagu,4501500,875,Poonamallee
3 BHK Villa,Thiyagu,6016171,1200,Madhavaram
3 BHK Villa,Thiyagu,4561215,1275,Ponneri
2 BHK Villa,Thiyagu,5300032,1100,Madhavaram
3 BHK Villa,Thiyagu,6525783,1300,Madhavaram
2 BHK Villa,Thiyagu,6916262,1250,Madhavaram
2 BHK Apartment,Revahs Construction Services,5870500,995,Medavakkam
2 BHK Apartment,Revahs Construction Services,5605000,950,Medavakkam
2 BHK Apartment,Revahs Construction Services,4843000,835,Medavakkam
2 BHK Independent House,STAAR HOMES,5650000,800,Kelambakkam
2 BHK Apartment,Arul Homes,4704000,840,Gerugambakkam
2 BHK Apartment,Arul Homes,5028800,898,Gerugambakkam
3 BHK Apartment,True partner,50000000,3000,Besant Nagar
2 BHK Independent House,SS PROPERTIES,6500000,1000,Pammal
5 BHK Independent House,SS PROPERTIES,14000000,2000,Pozhichalur
2 BHK Independent House,SS PROPERTIES,6480564,1000,Pammal
3 BHK Apartment,seller,8368650,1350,Ayanambakkam
3 BHK Apartment,seller,8058700,1300,Ayanambakkam
3 BHK Apartment,Revahs Construction Services,10401300,1651,S Kolathur
4 BHK Apartment,Revahs Construction Services,12631500,2005,S Kolathur
2 BHK Independent House,Vijay Kumar,3175000,750,Perumalpattu
2 BHK Villa,Vijay Kumar,2945000,750,Veppampattu
2 BHK Villa,Vijay Kumar,3050000,800,Veppampattu
2 BHK Villa,Vijay Kumar,4210000,1000,Veppampattu
2 BHK Villa,Vijay Kumar,3420000,850,Perumalpattu
2 BHK Villa,Vijay Kumar,3600000,900,Veppampattu
2 BHK Villa,Vijay Kumar,2700000,700,Veppampattu
2 BHK Apartment,Prop Identity,4804039,961,Avadi
2 BHK Apartment,Prop Identity,4219156,844,Avadi
3 BHK Apartment,Prop Identity,7338532,1468,Avadi
3 BHK Apartment,Prop Identity,6923615,1385,Avadi
2 BHK Apartment,Prop Identity,5238952,1048,Avadi
3 BHK Apartment,RK HOMES,5267000,1145,Perumanttunallur
2 BHK Apartment,RK HOMES,3707600,806,Perumanttunallur
3 BHK Apartment,RK HOMES,5014000,1090,Perumanttunallur
3 BHK Apartment,RK HOMES,4715000,1025,Perumanttunallur
2 BHK Apartment,RK HOMES,3808800,828,Perumanttunallur
1 BHK Apartment,RK HOMES,2465600,536,Perumanttunallur
3 BHK Apartment,Prisha Homes,7693675,1385,Medavakkam
2 BHK Apartment,Prisha Homes,5577220,1004,Medavakkam
3 BHK Apartment,Prisha Homes,7371485,1327,Medavakkam
3 BHK Apartment,Dhamoder realty,28000000,1534,Kilpauk
2 BHK Apartment,24K Realtors,6890861,989,Sholinganallur
2 BHK Apartment,24K Realtors,6917457,993,Sholinganallur
2 BHK Apartment,24K Realtors,6964000,1000,Sholinganallur
3 BHK Apartment,JD Builders,16000000,1339,Thiruvanmiyur
3 BHK Apartment,JD Builders,16000000,1339,Thiruvanmiyur
2 BHK Apartment,Eminent Assets,9006800,979,Velachery
2 BHK Apartment,Eminent Assets,9494400,1032,Velachery
2 BHK Apartment,Eminent Assets,8859600,963,Velachery
2 BHK Apartment,Eminent Assets,8408800,914,Velachery
3 BHK Apartment,SP,10752900,1473,Poonamallee
3 BHK Apartment,SP,18082100,2477,Poonamallee
3 BHK Apartment,SP,10351400,1418,Poonamallee
3 BHK Independent House,SP,11928200,1634,Poonamallee
2 BHK Apartment,Eminent Assets,9172400,997,Velachery
2 BHK Apartment,Eminent Assets,9476000,1030,Velachery
3 BHK Independent Floor,Green Nest,16000000,1801,Jafferkhanpet
3 BHK Apartment,Revahs Construction Services,10931900,1127,Virugambakkam
3 BHK Apartment,Revahs Construction Services,8294600,1238,Pallavaram
3 BHK Apartment,Revahs Construction Services,9898000,1414,West Tambaram
2 BHK Apartment,Revahs Construction Services,7112000,1016,West Tambaram
3 BHK Apartment,Revahs Construction Services,9611000,1373,West Tambaram
2 BHK Apartment,Revahs Construction Services,10854400,848,Kodambakkam
